,frameno,ant_id,x,y,next_x,next_y,speed,angle,cos(angle),dx,dy
899,30,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
908,31,6,316.37600000000003,193.86199999999994,351.401,204.493,2.3139999999999645,0.0,1.0,3.4400000000000546,5.739999999999981
929,31,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
934,31,33,-32.0,290.186,-32.0,289.038,1.1479999999999677,-1.5707963267948966,6.123233995736766e-17,0.0,3.471999999999994
939,32,6,322.11600000000004,191.56599999999995,352.558,201.021,3.6597039497751753,-1.2491321804167088,0.31614579099248175,5.740000000000009,-2.2959999999999923
960,32,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
965,32,33,-33.16000000000008,287.871,-32.0,292.482,3.444000000000017,1.5707963267948966,6.123233995736766e-17,-1.1600000000000819,-2.3149999999999977
970,33,6,325.5660000000001,193.86199999999994,354.873,207.965,7.319724106822621,1.2490025702554561,0.3162687508730302,3.4500000000000455,2.2959999999999923
991,33,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
996,33,33,-21.590000000000032,293.658,-32.0,297.074,4.5919999999999845,1.5707963267948966,6.123233995736766e-17,11.57000000000005,5.787000000000006
1001,34,6,327.85600000000005,193.86199999999994,357.187,207.965,2.3140000000000214,0.0,1.0,2.2899999999999636,0.0
1022,34,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1027,34,33,-20.430000000000064,290.18600000000004,-32.0,300.518,3.44399999999996,1.5707963267948966,6.123233995736766e-17,1.1599999999999682,-3.4720000000000084
1033,35,6,333.59600000000006,196.15799999999996,356.03,209.122,1.636245091665706,-0.7853981633974361,0.7071067811865562,5.740000000000009,2.2960000000000207
1054,35,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1059,35,33,-20.430000000000064,286.71400000000006,-30.78251,303.962,3.652864341869284,1.2309975846394323,0.33329734861628446,0.0,-3.471999999999994
1065,36,6,348.51600000000013,197.30599999999995,358.344,213.751,5.175155746448604,1.107235133279526,0.44713630147034295,14.920000000000073,1.1479999999999961
1086,36,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1091,36,33,-19.270000000000095,283.2420000000001,-17.006700000000002,300.518,14.19979144762697,-0.24498190836951045,0.9701417130532697,1.1599999999999682,-3.471999999999994
1097,37,6,342.7760000000001,201.89799999999994,357.187,216.066,2.5880251157977483,-1.1073215188983034,0.44705903081753573,-5.740000000000009,4.5919999999999845
1118,37,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1123,37,33,-15.800000000000068,282.08400000000006,-11.2668,310.85,11.819334837883266,1.0637052183963982,0.48563646590352155,3.4700000000000273,-1.1580000000000013
1129,38,6,346.22600000000017,203.04599999999996,357.187,217.223,1.1570000000000107,1.5707963267948966,6.123233995736766e-17,3.4500000000000455,1.1480000000000246
1150,38,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1155,38,33,-3.07000000000005,282.08400000000006,-4.378900000000002,308.554,7.260494639485673,-0.3217549098542548,0.9486819207248847,12.730000000000018,0.0
1161,39,6,349.666,203.04599999999996,357.187,217.223,0.0,,,3.439999999999827,0.0
1182,39,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1187,39,33,-1.9099999999999682,284.39900000000006,-6.674900000000001,308.554,2.2959999999999994,0.0,1.0,1.1600000000000819,2.3149999999999977
1193,40,6,355.406,201.89799999999994,356.03,219.538,2.5880251157977736,-1.1073215188982837,0.44705903081755344,5.740000000000009,-1.1480000000000246
1214,40,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1219,40,33,-3.07000000000005,282.08400000000006,-3.2308999999999983,305.11,4.8705515088129125,-0.7853981633974422,0.7071067811865519,-1.1600000000000819,-2.3149999999999977
1225,41,6,355.406,204.19399999999996,357.187,220.695,1.636245091665686,0.7853981633974237,0.7071067811865649,0.0,2.2960000000000207
1246,41,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1251,41,33,8.509999999999877,276.29800000000006,0.21300000000000097,311.998,7.70097339366912,1.1071603322633945,0.44720320717264,11.579999999999927,-5.786000000000001
1257,42,6,354.25600000000014,206.48999999999995,353.715,224.16699999999997,4.910149488559398,-0.7853981633974402,0.7071067811865532,-1.1499999999998636,2.2959999999999923
1278,42,27,1056.36,364.805,1047.17,367.101,0.0,,,0.0,0.0
1283,42,33,12.459999999999923,271.13300000000004,11.692799999999998,316.59,12.36415270206575,0.38051238465182574,0.9284744597243612,3.9500000000000455,-5.165000000000006
1289,43,6,354.25600000000014,207.63799999999995,354.873,220.695,3.6600202185233752,-1.2488729712940416,0.31639169481615786,0.0,1.1479999999999961
1310,43,27,1056.36,364.805,1050.62,367.101,3.449999999999818,0.0,1.0,0.0,0.0
1315,43,33,26.229999999999905,267.689,13.988799999999998,318.886,3.2470343392086605,0.7853981633974592,0.7071067811865398,13.769999999999982,-3.4440000000000026
1321,44,6,351.96599999999995,211.08199999999997,353.715,220.695,1.1580000000000155,0.0,1.0,-2.290000000000191,3.444000000000017
1342,44,27,1062.0999999999997,364.805,1043.73,364.805,7.262486901881353,0.3216634691404008,0.9487108332291811,5.739999999999782,0.0
1347,44,33,29.67999999999995,265.394,15.136800000000001,316.59,2.567006038169804,-1.107148717794098,0.44721359549995127,3.4500000000000455,-2.2950000000000017
1353,45,6,353.11600000000004,215.67399999999995,352.18,219.267,2.0965230740442364,0.7493018001943154,0.7321646105420254,1.150000000000091,4.5919999999999845
1374,45,27,1056.36,364.805,1048.32,368.249,5.7384001254704575,0.6437102263142956,0.7998745119962527,-5.739999999999782,0.0
1379,45,33,35.41999999999996,273.42900000000003,24.3206,321.182,10.267845267630417,0.4636563199539621,0.8944232953092999,5.740000000000009,8.03500000000001
1384,46,6,355.406,219.11799999999994,356.03,220.695,4.106298089520503,0.35517930502466316,0.9375841490478678,2.2899999999999636,3.4439999999999884
1405,46,27,1056.36,364.805,1049.47,368.249,1.150000000000091,0.0,1.0,0.0,0.0
1410,46,33,36.57000000000005,260.8016,32.3565,324.626,8.742815611117491,0.404896291919375,0.9191432551524285,1.150000000000091,-12.627400000000009
1412,46,35,1184.0,469.271,1184.0,471.567,2.2959999999999923,1.5707963267948966,6.123233995736766e-17,1.1479999999999109,1.1479999999999677
1416,47,6,357.70599999999996,228.30099999999996,354.873,221.853,1.6369523511696955,-0.7858301288133599,0.7068012695502345,2.2999999999999545,9.183000000000021
1437,47,27,1056.36,364.805,1047.17,356.769,11.708133924755055,1.3730657585823434,0.1964446268535549,0.0,0.0
1442,47,33,46.89999999999998,263.098,31.2085,322.33,2.56700603816975,1.1071487177940904,0.44721359549995804,10.329999999999927,2.2964000000000055
1444,47,35,1180.556,469.271,1184.0,470.419,1.1480000000000246,-1.5707963267948966,6.123233995736766e-17,-3.44399999999996,0.0
1449,48,6,368.0360000000001,235.18899999999996,358.344,224.16699999999997,4.171622825711819,0.58800260354756,0.8320502943378479,10.330000000000155,6.888000000000005
1470,48,27,1056.36,364.805,1049.47,364.805,8.358665922262944,1.29203653504109,0.2751635274564574,0.0,0.0
1475,48,33,52.639999999999986,260.8016,41.540400000000005,326.922,11.306397375380032,0.41822792169131334,0.9138100897194698,5.740000000000009,-2.2964000000000055
1477,48,35,1182.852,468.12300000000005,1184.0,465.827,4.5919999999999845,-1.5707963267948966,6.123233995736766e-17,2.296000000000049,-1.1479999999999677
1483,49,6,365.73600000000016,230.59699999999995,357.187,224.16699999999997,1.1569999999999823,0.0,1.0,-2.2999999999999545,-4.592000000000013
1504,49,27,1060.9499999999998,360.213,1051.76,362.509,3.242794473906695,-0.7867064923500386,0.7061810479901088,4.589999999999918,-4.5919999999999845
1509,49,33,52.639999999999986,260.8016,50.724199999999996,332.661,10.82951076641967,0.5585307989966466,0.8480346156058381,0.0,0.0
1511,49,35,1180.556,463.531,1184.0,463.531,2.2959999999999923,-1.5707963267948966,6.123233995736766e-17,-2.296000000000049,-4.592000000000041
1517,50,6,370.33600000000007,235.18899999999996,357.187,226.48200000000003,2.3150000000000546,1.5707963267948966,6.123233995736766e-17,4.599999999999909,4.592000000000013
1538,50,27,1062.0999999999997,363.65700000000004,1051.76,363.657,1.1479999999999677,1.5707963267948966,6.123233995736766e-17,1.1499999999998636,3.444000000000017
1543,50,33,58.379999999999995,264.246,53.0202,332.661,2.2960000000000065,0.0,1.0,5.740000000000009,3.4444000000000017
1545,50,35,1177.113,465.827,1182.63,471.567,8.151944307954988,-1.4019369416103689,0.16805806667042505,-3.4429999999999836,2.2959999999999923
1551,51,6,372.84600000000006,237.48499999999996,356.03,228.79700000000003,2.5880251157977736,-1.1073215188982837,0.44705903081755344,2.509999999999991,2.2959999999999923
1572,51,27,1059.8099999999997,363.65700000000004,1050.62,352.177,11.536463929644965,1.4718176862694283,0.09881710782024544,-2.2899999999999636,0.0
1577,51,33,54.92999999999995,263.09799999999996,62.20399999999999,334.957,9.466456488042386,0.2449837872327071,0.9701412573543823,-3.4500000000000455,-1.1479999999999961
1579,51,35,1169.077,465.827,1184.0,465.827,5.90122868562131,-1.3365036523004963,0.23215504312482854,-8.036000000000058,0.0
1585,52,6,372.62600000000003,235.18899999999996,358.344,228.79700000000003,2.3140000000000214,0.0,1.0,-0.22000000000002728,-2.2959999999999923
1606,52,27,1059.8099999999997,363.65700000000004,1052.91,367.101,15.098671332272923,1.4185397634454873,0.15166897468026805,0.0,0.0
1611,52,33,54.92999999999995,261.94999999999993,71.388,334.957,9.184000000000012,0.0,1.0,0.0,-1.1479999999999961
1613,52,35,1167.929,463.531,1182.63,465.827,1.3699999999998909,0.0,1.0,-1.1479999999999109,-2.2959999999999923
1619,53,6,369.186,231.74499999999995,361.816,226.48200000000003,4.17300958541912,-0.5880690663947402,0.8320134255457904,-3.4400000000000546,-3.444000000000017
1640,53,27,1059.8099999999997,363.65700000000004,1052.91,367.101,0.0,,,0.0,0.0
1645,53,33,56.08000000000004,260.8015999999999,82.868,340.697,12.835030190848789,0.4636476090008071,0.8944271909999154,1.150000000000091,-1.1484000000000094
1647,53,35,1169.077,463.531,1180.34,463.531,3.2427944739068555,0.7867064923499889,0.706181047990144,1.1479999999999109,0.0
1653,54,6,370.33600000000007,230.59699999999998,361.816,228.79700000000003,2.3149999999999977,1.5707963267948966,6.123233995736766e-17,1.150000000000091,-1.1479999999999677
1674,54,27,1059.8099999999997,363.65700000000004,1052.91,367.101,0.0,,,0.0,0.0
1679,54,33,53.78999999999985,263.0979999999999,86.312,340.697,3.4440000000000026,0.0,1.0,-2.290000000000191,2.2964000000000055
1681,54,35,1170.225,465.827,1178.04,463.531,2.2999999999999545,0.0,1.0,1.1480000000000246,2.2959999999999923
1687,55,6,368.0360000000001,229.44899999999996,358.344,226.48200000000003,4.17300958541912,0.5880690663947402,0.8320134255457904,-2.2999999999999545,-1.1480000000000246
1708,55,27,1059.8099999999997,363.65700000000004,1052.91,367.101,0.0,,,0.0,0.0
1713,55,33,58.379999999999995,259.65359999999987,88.608,340.697,2.2960000000000065,0.0,1.0,4.5900000000001455,-3.4444000000000017
1715,55,35,1165.6329999999998,463.531,1181.49,460.087,4.874795995731558,-0.7845278415980418,0.7077219237524843,-4.5919999999999845,-2.2959999999999923
1721,56,6,368.0360000000001,229.44899999999996,365.288,232.269,9.03927569000968,0.6947666052098513,0.7682031434968415,0.0,0.0
1742,56,27,1059.8099999999997,363.65700000000004,1052.91,367.101,0.0,,,0.0,0.0
1747,56,33,59.52999999999986,260.8015999999999,100.08699999999999,342.993,11.706368224176089,0.19741231279420876,0.980577390030621,1.1499999999998636,1.1479999999999961
1749,56,35,1165.6329999999998,465.827,1174.6,463.531,7.702807020820494,-0.4635314919553418,0.894479114091344,0.0,2.2959999999999923
1755,57,6,356.5560000000001,232.89299999999997,371.075,232.269,5.786999999999978,0.0,1.0,-11.480000000000018,3.444000000000017
1776,57,27,1059.8099999999997,363.65700000000004,1052.91,367.101,0.0,,,0.0,0.0
1781,57,33,65.26999999999987,260.8015999999999,102.38300000000001,344.141,2.567006038169788,0.4636476090008111,0.8944271909999136,5.740000000000009,0.0
1783,57,35,1165.6329999999998,468.12300000000005,1171.15,457.791,6.697021726110709,1.029608580836808,0.5151543687769106,0.0,2.296000000000049
1789,58,6,365.73600000000016,229.44899999999996,373.39,231.111,2.5884723293865872,-0.46382038024995664,0.8943499119994855,9.180000000000064,-3.444000000000017
1810,58,27,1059.8099999999997,363.65700000000004,1052.91,367.101,0.0,,,0.0,0.0
1815,58,33,65.26999999999987,257.35759999999993,103.531,351.029,6.9830113847823325,1.4056476493802699,0.1643989873053572,0.0,-3.4439999999999884
1817,58,35,1162.1889999999999,465.827,1168.86,457.791,2.290000000000191,0.0,1.0,-3.44399999999996,-2.296000000000049
1823,59,6,357.70599999999996,229.44899999999996,371.075,231.111,2.3149999999999977,0.0,1.0,-8.0300000000002,0.0
1844,59,27,1059.8099999999997,363.65700000000004,1050.62,367.101,2.290000000000191,0.0,1.0,0.0,0.0
1849,59,33,66.40999999999997,252.76569999999992,101.23500000000001,348.733,3.247034339208615,0.7853981633974483,0.7071067811865476,1.1400000000001,-4.59190000000001
1851,59,35,1151.857,468.12300000000005,1167.71,453.2,4.732840690325395,1.3253564563624411,0.24298303603386193,-10.331999999999994,2.296000000000049
1857,60,6,353.11600000000004,229.44899999999996,374.547,231.111,3.472000000000037,0.0,1.0,-4.589999999999918,0.0
1878,60,27,1059.8099999999997,363.65700000000004,1051.76,371.693,4.731391338707895,1.3274580148725754,0.24094392502976192,0.0,0.0
1883,60,33,73.29999999999984,248.17379999999991,97.791,351.029,4.13917286423267,-0.5880026035475637,0.8320502943378458,6.889999999999873,-4.591899999999995
1885,60,35,1151.857,465.827,1165.41,455.496,3.249863997154305,-0.7845278415980541,0.7077219237524757,0.0,-2.296000000000049
1891,61,6,355.406,223.70899999999995,372.232,228.79700000000003,3.273197366490421,0.785182134020806,0.7072595205226445,2.2899999999999636,-5.740000000000009
1912,61,27,1054.0699999999997,356.76900000000006,1051.76,367.101,4.5919999999999845,-1.5707963267948966,6.123233995736766e-17,-5.740000000000009,-6.887999999999977
1917,61,33,77.88999999999999,247.02579999999992,105.827,346.437,9.255471895046728,-0.5191461142465215,0.86824314212446,4.5900000000001455,-1.1479999999999961
1919,61,35,1156.449,468.12300000000005,1161.97,449.756,6.691875671289813,1.0308893841421576,0.5140561733324939,4.5919999999999845,2.296000000000049
1925,62,6,346.22600000000017,222.56099999999998,374.547,231.111,3.273197366490421,0.785182134020806,0.7072595205226445,-9.179999999999836,-1.1479999999999677
1946,62,27,1058.6599999999996,362.50900000000007,1049.47,367.101,2.2899999999999636,0.0,1.0,4.589999999999918,5.740000000000009
1951,62,33,80.18999999999994,248.17379999999991,106.975,348.733,2.56700603816975,1.1071487177940904,0.44721359549995804,2.2999999999999545,1.1479999999999961
1953,62,35,1155.301,463.531,1163.12,452.052,2.5679010884377753,1.1064520965205558,0.44783656394627136,-1.1480000000000246,-4.592000000000041
1959,63,6,349.666,214.52499999999998,372.232,225.325,6.231935574121414,1.190200557549278,0.37147367338218495,3.439999999999827,-8.036000000000001
1980,63,27,1060.9499999999996,369.39700000000005,1051.76,367.101,2.2899999999999636,0.0,1.0,2.2899999999999636,6.887999999999977
1985,63,33,85.92999999999995,243.58179999999993,108.12299999999999,356.769,8.117585848021566,1.4288992721907332,0.141421356237309,5.740000000000009,-4.591999999999999
1987,63,35,1163.337,468.12300000000005,1160.82,455.496,4.141393002360379,-0.9819900802379148,0.5553686884314224,8.035999999999945,4.592000000000041
1993,64,6,349.666,213.37699999999998,374.547,228.79700000000003,4.173009585419167,0.9827272604001639,0.5547554954315933,0.0,-1.1479999999999961
2014,64,27,1059.8099999999997,363.65700000000004,1051.76,367.101,0.0,,,-1.1399999999998727,-5.740000000000009
2019,64,33,82.4899999999999,247.02579999999995,120.751,359.065,12.835030190848807,0.17985349979247747,0.9838699100999077,-3.4400000000000546,3.4440000000000026
2021,64,35,1167.929,460.08700000000005,1157.38,460.087,5.736800589178508,-0.9277484323061247,0.5996373669478415,4.592000000000098,-8.036000000000001
2027,65,6,349.666,211.08099999999996,378.019,225.325,4.910149488559398,-0.7853981633974565,0.7071067811865417,0.0,-2.2960000000000207
2048,65,27,1059.8099999999997,363.65700000000004,1052.91,370.545,3.630927705146486,1.2485232153999855,0.3167234639153179,0.0,0.0
2053,65,33,85.92999999999995,251.61769999999996,126.49100000000001,356.769,6.182169198590417,-0.3805063771123632,0.92847669088526,3.4400000000000546,4.591899999999995
2055,65,35,1163.337,460.08700000000005,1148.2,455.496,10.263999269290759,0.4637347511730378,0.8943882164397698,-4.592000000000098,0.0
2061,66,6,348.51600000000013,198.45399999999998,378.019,228.79700000000003,3.472000000000037,1.5707963267948966,6.123233995736766e-17,-1.1499999999998636,-12.626999999999981
2082,66,27,1059.8099999999997,363.65700000000004,1047.17,369.397,5.853674401604531,0.19739555984988455,0.9805806756909194,0.0,0.0
2087,66,33,92.82000000000005,247.02579999999995,132.231,356.769,5.739999999999981,0.0,1.0,6.8900000000001,-4.591899999999995
2089,66,35,1161.0410000000002,463.531,1147.05,453.2,2.5679010884378264,1.1064520965204667,0.44783656394635096,-2.2959999999999354,3.44399999999996
2095,67,6,346.22600000000017,199.60099999999997,383.806,228.79700000000003,5.786999999999978,0.0,1.0,-2.2899999999999636,1.1469999999999914
2116,67,27,1059.8099999999997,363.65700000000004,1051.76,367.101,5.132223299896372,-0.46382188575052885,0.8943492384855112,0.0,0.0
2121,67,33,93.96999999999991,251.61769999999996,137.971,363.657,8.966166627940828,0.876058050598191,0.6401843996644817,1.1499999999998636,4.591899999999995
2123,67,35,1161.0410000000002,460.08700000000005,1139.01,455.496,8.361412320894082,-0.27816823569137233,0.9615600440979388,0.0,-3.44399999999996
2129,68,6,343.926,193.86199999999997,387.278,226.48200000000003,4.173009585419167,-0.5880690663947327,0.8320134255457946,-2.300000000000182,-5.739000000000004
2150,68,27,1059.8099999999997,363.65700000000004,1054.06,369.397,3.249863997154305,0.7845278415980541,0.7077219237524757,0.0,0.0
2155,68,33,98.56000000000006,251.61769999999996,140.267,362.509,2.5670060381697373,-0.4636476090007962,0.8944271909999203,4.5900000000001455,0.0
2157,68,35,1157.5970000000002,460.08700000000005,1136.72,453.2,3.242794473906695,0.7867064923500386,0.7061810479901088,-3.44399999999996,0.0
2163,69,6,341.636,185.82599999999996,380.334,228.79700000000003,7.319724106822621,-0.3217937565394406,0.9486696354480906,-2.2899999999999636,-8.036000000000001
2184,69,27,1059.8099999999997,363.65700000000004,1051.76,363.657,6.1836558765830345,1.189689349154155,0.3719482529275043,0.0,0.0
2189,69,33,98.56000000000006,248.17379999999997,148.303,370.545,11.364620187230193,0.7853981633974483,0.7071067811865476,0.0,-3.4438999999999993
2191,69,35,1159.893,461.235,1141.31,455.496,5.132223299896372,0.46382188575052885,0.8943492384855112,2.2959999999999354,1.1479999999999677
2197,70,6,341.636,183.52999999999997,387.278,225.325,7.763628017879301,-0.4636476090008094,0.8944271909999144,0.0,-2.2959999999999923
2218,70,27,1059.8099999999997,363.65700000000004,1047.17,369.397,7.34953740040823,-0.8962678792557879,0.6245291029806811,0.0,0.0
2223,70,33,100.85000000000002,253.91369999999995,151.747,363.657,7.7010181145093135,-1.1071487177940904,0.44721359549995804,2.2899999999999636,5.739899999999992
2225,70,35,1158.745,461.235,1135.57,463.531,9.874655690200065,-0.9504879791958039,0.581286090379493,-1.1480000000000246,0.0
2231,71,6,340.48600000000016,188.12199999999996,383.806,224.16699999999997,3.6600202185234294,0.3219233555008501,0.9486286393796901,-1.1499999999998636,4.5919999999999845
2252,71,27,1059.8099999999997,363.65700000000004,1049.47,367.101,3.249863997154305,-0.7845278415980541,0.7077219237524757,0.0,0.0
2257,71,33,114.63,259.6536,162.078,375.137,15.444091459195656,0.8380293530674939,0.6689289575430964,13.779999999999973,5.739900000000006
2259,71,35,1157.597,460.08700000000005,1129.83,460.087,6.693932775282422,0.5404195002705856,0.8574929257125434,-1.1479999999999109,-1.1479999999999677
2265,72,6,338.186,175.49399999999997,389.592,221.853,6.231564169612623,-0.380446778805022,0.9284988234919647,-2.300000000000182,-12.627999999999986
2286,72,27,1059.8099999999997,363.65700000000004,1051.76,367.101,2.2899999999999636,0.0,1.0,0.0,0.0
